,name,tags,emoji
1816,building construction,"['building', 'construction']",?猷?
1817,brick,['brick'],???
1818,house buildings,['buildings'],?猷?
1819,derelict house building,"['derelict', 'house', 'building']",?猷?
1820,house building,['building'],?猷?
1821,house with garden,['garden'],?猷?
1822,office building,"['office', 'building']",?猷?
1823,japanese post office,"['japanese', 'post', 'office']",?猷?
1824,european post office,['office'],?猷?
1825,hospital,['hospital'],?猷?
1826,bank,[],?猷?
1827,hotel,['hotel'],?猷?
1828,love hotel,"['love', 'hotel']",?猷?
1829,convenience store,"['convenience', 'store']",?猷?
1830,school,['school'],?猷?
1831,department store,"['department', 'store']",?猷?
1832,factory,['factory'],?猷?
1833,japanese castle,['japanese'],?猷?
1834,european castle,[],?猷?
1835,wedding,['wedding'],?裕?
1836,tokyo tower,['tower'],?肉?
1837,statue of liberty,"['statue', 'liberty']",?肉?
1838,church,['church'],??
1839,mosque,['mosque'],?釉?
1840,synagogue,['synagogue'],?釉?
1841,shinto shrine,['shrine'],??
1842,kaaba,[],?釉?
1843,fountain,[],??
1844,tent,['tent'],??
1845,foggy,['foggy'],???
1846,night with stars,"['night', 'stars']",???
1847,cityscape,['cityscape'],?猷?
1848,sunrise over mountains,"['sunrise', 'mountains']",???
1849,sunrise,['sunrise'],???
1850,cityscape at dusk,"['cityscape', 'dusk']",??
1851,sunset over buildings,"['sunset', 'buildings']",???
1852,bridge at night,['night'],???
1853,hot springs,"['hot', 'springs']",??
1854,carousel horse,['horse'],???
1855,ferris wheel,['wheel'],???
1856,roller coaster,"['roller', 'coaster']",???
1857,barber pole,['pole'],?萸?
1858,circus tent,"['circus', 'tent']",???
1859,steam locomotive,"['steam', 'locomotive']",???
1860,railway car,"['railway', 'car']",???
1861,high speed train,"['high', 'speed', 'train']",???
1862,high speed train with bullet nose,"['high', 'speed', 'train', 'bullet', 'nose']",???
1863,train,[],???
1864,metro,[],???
1865,light rail,"['light', 'rail']",???
1866,station,['station'],???
1867,tram,[],???
1868,monorail,[],???
1869,mountain railway,"['mountain', 'railway']",???
1870,tram car,['car'],???
1871,bus,['bus'],???
1872,oncoming bus,"['oncoming', 'bus']",???
1873,trolleybus,[],???
1874,minibus,[],???
1875,ambulance,['ambulance'],???
1876,fire engine,"['fire', 'engine']",???
1877,police car,"['police', 'car']",??
1878,oncoming police car,"['oncoming', 'police', 'car']",???
1879,taxi,['taxi'],???
1880,oncoming taxi,"['oncoming', 'taxi']",???
1881,automobile,['automobile'],???
1882,oncoming automobile,"['oncoming', 'automobile']",???
1883,recreational vehicle,"['recreational', 'vehicle']",???
1884,delivery truck,"['delivery', 'truck']",???
1885,articulated lorry,"['articulated', 'lorry']",???
1886,tractor,['tractor'],???
1887,racing car,"['racing', 'car']",?猷?
1888,racing motorcycle,"['racing', 'motorcycle']",?猷?
1889,motor scooter,['scooter'],???
1890,bicycle,['bicycle'],???
1891,scooter,[],???
1892,skateboard,[],???
1893,bus stop,['bus'],???
1894,motorway,[],???
1895,railway track,"['railway', 'track']",???
1896,oil drum,"['oil', 'drum']",???
1897,fuel pump,"['fuel', 'pump']",??
1898,police cars revolving light,"['police', 'cars', 'revolving', 'light']",???
1899,horizontal traffic light,"['horizontal', 'traffic', 'light']",???
1900,vertical traffic light,"['vertical', 'traffic', 'light']",???
1901,octagonal sign,"['octagonal', 'sign']",???
1902,construction sign,"['construction', 'sign']",???
1903,anchor,['anchor'],??
1904,sailboat,['sailboat'],??
1905,canoe,[],???
1906,speedboat,['speedboat'],???
1907,passenger ship,"['passenger', 'ship']",???
1908,ferry,['ferry'],??
1909,motor boat,"['motor', 'boat']",???
1910,ship,['ship'],???
1911,airplane,['airplane'],??
1912,small airplane,"['small', 'airplane']",???
1913,airplane departure,"['airplane', 'departure']",???
1914,airplane arriving,"['airplane', 'arriving']",???
1915,seat,['seat'],?裕?
1916,helicopter,['helicopter'],???
1917,suspension railway,"['suspension', 'railway']",???
1918,mountain cableway,"['mountain', 'cableway']",???
1919,aerial tramway,"['aerial', 'tramway']",???
1920,satellite,['satellite'],???
1921,rocket,['rocket'],??
1922,flying saucer,"['flying', 'saucer']",???
1923,bellhop bell,['bell'],???
1924,luggage,['luggage'],???
1925,hourglass,[],??
1926,hourglass with flowing sand,"['flowing', 'sand']",??
1927,watch,[],??
1928,alarm clock,[],??
1929,stopwatch,[],??
1930,timer clock,['timer'],??
1931,mantelpiece clock,[],?鍮?
1932,clock face twelve oclock,"['clock', 'face', 'oclock']",?釉?
1933,clock face twelve thirty,"['clock', 'face']",?釉?
1934,clock face one oclock,"['clock', 'face', 'oclock']",?釉?
1935,clock face one thirty,"['clock', 'face']",?釉?
1936,clock face two oclock,"['clock', 'oclock']",?釉?
1937,clock face two thirty,"['clock', 'face']",?釉?
1938,clock face three oclock,"['clock', 'face', 'oclock']",?釉?
1939,clock face three thirty,"['clock', 'face']",?釉?
1940,clock face four oclock,"['clock', 'oclock']",?釉?
1941,clock face four thirty,"['clock', 'face']",?釉?
1942,clock face five oclock,"['clock', 'face', 'oclock']",?釉?
1943,clock face five thirty,"['clock', 'face']",?釉?
1944,clock face six oclock,"['clock', 'face', 'oclock']",?釉?
1945,clock face six thirty,"['clock', 'face']",?釉?
1946,clock face seven oclock,"['clock', 'oclock']",?釉?
1947,clock face seven thirty,"['clock', 'face']",?釉?
1948,clock face eight oclock,"['clock', 'face', 'oclock']",?釉?
1949,clock face eight thirty,"['clock', 'face']",?釉?
1950,clock face nine oclock,"['clock', 'oclock']",?釉?
1951,clock face nine thirty,"['clock', 'face']",?釉?
1952,clock face ten oclock,"['clock', 'face', 'oclock']",?釉?
1953,clock face ten thirty,"['clock', 'face']",?釉?
1954,clock face eleven oclock,"['clock', 'face', 'oclock']",?釉?
1955,clock face eleven thirty,"['clock', 'face']",?釉?
1956,new moon symbol,"['new', 'moon', 'symbol']",???
1957,waxing crescent moon symbol,"['waxing', 'symbol']",???
1958,first quarter moon symbol,"['first', 'quarter', 'moon', 'symbol']",???
1959,waxing gibbous moon symbol,"['waxing', 'gibbous', 'moon', 'symbol']",???
1960,full moon symbol,"['full', 'moon', 'symbol']",???
1961,waning gibbous moon symbol,"['waning', 'gibbous', 'moon', 'symbol']",???
1962,last quarter moon symbol,"['last', 'quarter', 'moon', 'symbol']",???
1963,waning crescent moon symbol,"['waning', 'moon', 'symbol']",???
1964,crescent moon,[],???
1965,new moon with face,"['new', 'moon', 'face']",???
1966,first quarter moon with face,"['first', 'quarter', 'moon', 'face']",???
1967,last quarter moon with face,"['last', 'quarter', 'moon', 'face']",???
1968,thermometer,[],???
1969,black sun with rays,"['black', 'sun', 'rays']",??
1970,full moon with face,"['full', 'moon', 'face']",???
1971,sun with face,"['sun', 'face']",???
1972,white medium star,['star'],??
1973,glowing star,"['glowing', 'star']",???
1974,shooting star,"['shooting', 'star']",???
1975,milky way,"['milky', 'way']",???
1976,cloud,['cloud'],??
1977,sun behind cloud,"['sun', 'cloud']",??
1978,thunder cloud and rain,"['thunder', 'cloud', 'rain']",??
1979,white sun with small cloud,"['small', 'cloud']",???
1980,white sun behind cloud,['cloud'],???
1981,white sun behind cloud with rain,"['cloud', 'rain']",???
1982,cloud with rain,"['cloud', 'rain']",???
1983,cloud with snow,"['cloud', 'snow']",???
1984,cloud with lightning,"['cloud', 'lightning']",???
1985,cloud with tornado,"['cloud', 'tornado']",???
1986,fog,['fog'],???
1987,wind blowing face,"['wind', 'blowing', 'face']",???
1988,cyclone,[],??
1989,rainbow,['rainbow'],???
1990,closed umbrella,['closed'],???
1991,umbrella,[],??
1992,umbrella with rain drops,['rain'],??
1993,umbrella on ground,['ground'],??
1994,high voltage sign,"['high', 'voltage', 'sign']",??
1995,snowflake,['snowflake'],??
1996,snowman,['snowman'],??
1997,snowman without snow,"['snowman', 'without snow']",??
1998,comet,['comet'],??
1999,fire,['fire'],?逾?
2000,droplet,['droplet'],?裕?
2001,water wave,"['water', 'wave']",???
2002,jack o lantern,[],???
2003,christmas tree,['tree'],???
2004,fireworks,['fireworks'],???
2005,firework sparkler,"['firework', 'sparkler']",???
2006,firecracker,['firecracker'],???
2007,sparkles,[],??
2008,balloon,['balloon'],???
2009,party popper,"['party', 'popper']",???
2010,confetti ball,[],???
2011,tanabata tree,"['tanabata', 'tree']",???
2012,pine decoration,"['pine', 'decoration']",???
2013,japanese dolls,"['japanese', 'dolls']",???
2014,carp streamer,"['carp', 'streamer']",???
2015,wind chime,"['wind', 'chime']",???
2016,moon viewing ceremony,"['moon', 'viewing', 'ceremony']",???
2017,red gift envelope,"['red', 'gift', 'envelope']",???
2018,ribbon,[],??
2019,wrapped present,"['wrapped', 'present']",???
2020,reminder ribbon,"['reminder', 'ribbon']",???
2021,admission tickets,"['admission', 'tickets']",???
2022,ticket,['ticket'],???
2023,military medal,"['military', 'medal']",???
2024,trophy,['trophy'],?猷?
2025,sports medal,"['sports', 'medal']",?猷?
2026,first place medal,[],?履?
2027,second place medal,"['second', 'place', 'medal']",?履?
2028,third place medal,[],?履?
2029,soccer ball,"['soccer', 'ball']",??
2030,baseball,['baseball'],??
2031,softball,[],?履?
2032,basketball and hoop,"['basketball', 'hoop']",??
2033,volleyball,['volleyball'],?猷?
2034,american football,[],?猷?
2035,rugby football,[],?猷?
2036,tennis racquet and ball,"['tennis', 'racquet', 'ball']",???
2037,flying disc,"['flying', 'disc']",?履?
2038,bowling,['bowling'],???
2039,cricket bat and ball,"['cricket', 'bat', 'ball']",?猷?
2040,field hockey stick and ball,"['field', 'hockey', 'ball']",?猷?
2041,ice hockey stick and puck,"['ice', 'hockey', 'stick', 'puck']",?猷?
2042,lacrosse stick and ball,"['lacrosse', 'stick', 'ball']",?履?
2043,table tennis paddle and ball,"['table', 'tennis', 'paddle', 'ball']",?猷?
2044,badminton racquet and shuttlecock,"['racquet', 'shuttlecock']",?琉?
2045,boxing glove,"['boxing', 'glove']",?履?
2046,martial arts uniform,"['martial', 'arts', 'uniform']",?履?
2047,goal net,"['goal', 'net']",?履?
2048,flag in hole,"['flag', 'hole']",??
2049,ice skate,"['ice', 'skate']",??
2050,fishing pole and fish,"['fishing', 'pole', 'fish']",???
2051,running shirt with sash,"['running', 'shirt', 'sash']",???
2052,ski and ski boot,"['ski', 'boot']",???
2053,sled,['sled'],???
2054,curling stone,"['curling', 'stone']",?履?
2055,direct hit,"['direct', 'hit']",???
2056,billiards,['billiards'],???
2057,crystal ball,[],?逾?
2058,nazar amulet,['amulet'],???
2059,video game,"['video', 'game']",???
2060,joystick,[],?鍮?
2061,slot machine,"['slot', 'machine']",???
2062,game die,"['game', 'die']",???
2063,jigsaw puzzle piece,"['puzzle', 'piece']",???
2064,teddy bear,[],???
2065,black spade suit,"['black', 'spade', 'suit']",??
2066,black heart suit,"['black', 'heart', 'suit']",??
2067,black diamond suit,"['black', 'diamond', 'suit']",??
2068,black club suit,"['black', 'club', 'suit']",??
2069,black chess pawn,"['black', 'chess', 'pawn']",??
2070,playing card black joker,"['playing', 'card', 'black', 'joker']",?源?
2071,mahjong tile red dragon,"['mahjong', 'tile', 'red', 'dragon']",???
2072,flower playing cards,"['flower', 'playing', 'cards']",???
2073,performing arts,"['performing', 'arts']",???
2074,frame with picture,"['frame', 'picture']",?堉?
2075,artist palette,[],???
2076,spool of thread,"['spool', 'thread']",???
2077,ball of yarn,['yarn'],???
2078,eyeglasses,['eyeglasses'],?紐?
2079,dark sunglasses,"['dark', 'sunglasses']",?鍮?
2080,goggles,['goggles'],??
2081,lab coat,"['lab', 'coat']",??
2082,necktie,['necktie'],?紐?
2083,t shirt,"['t', 'shirt']",?紐?
2084,jeans,['jeans'],?紐?
2085,scarf,[],???
2086,gloves,['gloves'],???
2087,coat,['coat'],???
2088,socks,['socks'],???
2089,dress,['dress'],?紐?
2090,kimono,[],?紐?
2091,bikini,[],?紐?
2092,womans clothes,['clothes'],?紐?
2093,purse,['purse'],?紐?
2094,handbag,[],?紐?
2095,pouch,['pouch'],?紐?
2096,shopping bags,"['shopping', 'bags']",???
2097,school satchel,['school'],???
2098,mans shoe,['shoe'],?紐?
2099,athletic shoe,"['athletic', 'shoe']",?紐?
2100,hiking boot,"['hiking', 'boot']",??
2101,flat shoe,"['flat', 'shoe']",??
2102,high heeled shoe,"['high', 'heeled', 'shoe']",?紐?
2103,womans sandal,['sandal'],?紐?
2104,womans boots,['boots'],?紐?
2105,crown,[],?紐?
2106,womans hat,['hat'],?紐?
2107,top hat,"['top', 'hat']",???
2108,graduation cap,['cap'],???
2109,billed cap,"['billed', 'cap']",???
2110,helmet with white cross,['cross'],??
2111,prayer beads,"['prayer', 'beads']",?踰?
2112,lipstick,[],?萸?
2113,ring,['ring'],?萸?
2114,gem stone,"['gem', 'stone']",?萸?
2115,speaker with cancellation stroke,"['speaker', 'cancellation', 'stroke']",?逾?
2116,speaker,['speaker'],?逾?
2117,speaker with one sound wave,"['speaker', 'sound', 'wave']",?逾?
2118,speaker with three sound waves,"['speaker', 'sound', 'waves']",?逾?
2119,public address loudspeaker,"['public', 'address', 'loudspeaker']",?諭?
2120,cheering megaphone,"['cheering', 'megaphone']",?諭?
2121,postal horn,"['postal', 'horn']",?踰?
2122,bell,['bell'],?逾?
2123,bell with cancellation stroke,"['bell', 'cancellation', 'stroke']",?逾?
2124,musical score,"['musical', 'score']",???
2125,musical note,"['musical', 'note']",???
2126,multiple musical notes,"['multiple', 'musical', 'notes']",???
2127,studio microphone,"['studio', 'microphone']",???
2128,level slider,"['level', 'slider']",???
2129,control knobs,[],???
2130,microphone,[],???
2131,headphone,[],???
2132,radio,['radio'],?踰?
2133,saxophone,['saxophone'],???
2134,guitar,['guitar'],???
2135,musical keyboard,"['musical', 'keyboard']",???
2136,trumpet,['trumpet'],???
2137,violin,[],???
2138,drum with drumsticks,['drumsticks'],?履?
2139,mobile phone,"['mobile', 'phone']",?踰?
2140,mobile phone with rightwards arrow at left,"['phone', 'rightwards', 'arrow', 'left']",?踰?
2141,black telephone,"['black', 'telephone']",??
2142,telephone receiver,"['telephone', 'receiver']",?諭?
2143,pager,['pager'],?諭?
2144,fax machine,"['fax', 'machine']",?諭?
2145,battery,['battery'],?逾?
2146,electric plug,[],?逾?
2147,personal computer,"['personal', 'computer']",?裕?
2148,desktop computer,"['desktop', 'computer']",?堉?
2149,printer,['printer'],?堉?
2150,keyboard,[],??
2151,three button mouse,"['button', 'mouse']",?堉?
2152,trackball,['trackball'],?堉?
2153,minidisc,['minidisc'],?裕?
2154,floppy disk,"['floppy', 'disk']",?裕?
2155,optical disc,"['optical', 'disc']",?裕?
2156,dvd,[],??
2157,abacus,[],???
2158,movie camera,"['movie', 'camera']",???
2159,film frames,"['film', 'frames']",???
2160,film projector,"['film', 'projector']",?踰?
2161,clapper board,[],???
2162,television,['television'],?踰?
2163,camera,['camera'],?踰?
2164,camera with flash,"['camera', 'flash']",?踰?
2165,video camera,"['video', 'camera']",?踰?
2166,videocassette,[],?踰?
2167,left pointing magnifying glass,"['pointing', 'magnifying', 'glass']",?逾?
2168,right pointing magnifying glass,"['right', 'pointing', 'magnifying', 'glass']",?逾?
2169,candle,['candle'],?鍮?
2170,electric light bulb,[],?裕?
2171,electric torch,"['electric', 'torch']",?逾?
2172,izakaya lantern,[],?猷?
2173,notebook with decorative cover,"['notebook', 'decorative', 'cover']",?諭?
2174,closed book,"['closed', 'book']",?諭?
2175,open book,"['open', 'book']",?諭?
2176,green book,[],?諭?
2177,blue book,['book'],?諭?
2178,orange book,[],?諭?
2179,books,['books'],?諭?
2180,notebook,['notebook'],?諭?
2181,ledger,['ledger'],?諭?
2182,page with curl,"['page', 'curl']",?諭?
2183,scroll,['scroll'],?諭?
2184,page facing up,"['page', 'facing']",?諭?
2185,newspaper,['newspaper'],?踰?
2186,rolled up newspaper,"['rolled', 'newspaper']",?肉?
2187,bookmark tabs,[],?諭?
2188,bookmark,[],?逾?
2189,label,['label'],?琉?
2190,money bag,"['money', 'bag']",?裕?
2191,banknote with yen sign,"['yen', 'sign']",?裕?
2192,banknote with dollar sign,"['dollar', 'sign']",?裕?
2193,banknote with euro sign,"['euro', 'sign']",?裕?
2194,banknote with pound sign,"['pound', 'sign']",?裕?
2195,money with wings,"['money', 'wings']",?裕?
2196,credit card,"['credit', 'card']",?裕?
2197,receipt,['receipt'],???
2198,chart with upwards trend and yen sign,"['upwards', 'trend', 'yen']",?裕?
2199,currency exchange,"['currency', 'exchange']",?裕?
2200,heavy dollar sign,"['heavy', 'dollar', 'sign']",?裕?
2201,envelope,[],??
2202,e mail symbol,"['e', 'mail', 'symbol']",?踰?
2203,incoming envelope,"['incoming', 'envelope']",?踰?
2204,envelope with downwards arrow above,"['downwards', 'arrow']",?踰?
2205,outbox tray,[],?諭?
2206,inbox tray,['tray'],?諭?
2207,package,['package'],?踰
2208,closed mailbox with raised flag,"['closed', 'raised', 'flag']",?踰?
2209,closed mailbox with lowered flag,"['closed', 'lowered', 'flag']",?踰?
2210,open mailbox with raised flag,"['open', 'raised', 'flag']",?踰?
2211,open mailbox with lowered flag,"['open', 'lowered', 'flag']",?踰?
2212,postbox,[],?踰?
2213,ballot box with ballot,['ballot'],?肉?
2214,pencil,[],??
2215,black nib,"['black', 'nib']",??
2216,lower left fountain pen,"['lower', 'fountain', 'pen']",?堉
2217,lower left ballpoint pen,"['lower', 'left', 'ballpoint', 'pen']",?六?
2218,lower left paintbrush,"['lower', 'left', 'paintbrush']",?堉?
2219,lower left crayon,"['lower', 'left', 'crayon']",?堉?
2220,memo,['memo'],?諭?
2221,briefcase,['briefcase'],?裕?
2222,file folder,"['file', 'folder']",?諭?
2223,card index dividers,"['card', 'index', 'dividers']",?毓?
2224,calendar,['calendar'],?諭?
2225,tear off calendar,['calendar'],?諭?
2226,spiral note pad,"['spiral', 'note', 'pad']",?肉?
2227,spiral calendar pad,"['spiral', 'calendar', 'pad']",?肉?
2228,card index,['index'],?諭?
2229,chart with upwards trend,"['upwards', 'trend']",?諭?
2230,chart with downwards trend,"['downwards', 'trend']",?諭?
2231,bar chart,"['bar', 'chart']",?諭?
2232,clipboard,['clipboard'],?諭?
2233,pushpin,['pushpin'],?諭?
2234,round pushpin,"['round', 'pushpin']",?諭?
2235,paperclip,[],?諭?
2236,linked paperclips,"['linked', 'paperclips']",?六?
2237,straight ruler,"['straight', 'ruler']",?諭?
2238,triangular ruler,"['triangular', 'ruler']",?諭?
2239,black scissors,"['black', 'scissors']",??
2240,card file box,"['card', 'file', 'box']",?毓?
2241,file cabinet,"['file', 'cabinet']",?毓?
2242,wastebasket,['wastebasket'],?肉?
2243,lock,[],?逾?
2244,open lock,"['open', 'lock']",?逾?
2245,lock with ink pen,"['ink', 'pen']",?逾?
2246,closed lock with key,"['closed', 'lock', 'key']",?逾?
2247,key,['key'],?逾?
2248,old key,"['old', 'key']",?肉?
2249,hammer,['hammer'],?逾?
2250,pick,[],??
2251,hammer and pick,['hammer'],??
2252,hammer and wrench,"['hammer', 'wrench']",???
2253,dagger knife,['knife'],?肉?
2254,crossed swords,"['crossed', 'swords']",??
2255,pistol,['pistol'],?逾?
2256,bow and arrow,"['bow', 'arrow']",?琉?
2257,shield,[],???
2258,wrench,['wrench'],?逾?
2259,nut and bolt,['nut'],?逾?
2260,gear,['gear'],??
2261,compression,['compression'],?肉?
2262,scales,['scales'],??
2263,link symbol,"['link', 'symbol']",?逾?
2264,chains,['chains'],??
2265,toolbox,[],???
2266,magnet,[],???
2267,alembic,['alembic'],??
2268,test tube,"['test', 'tube']",???
2269,petri dish,['dish'],???
2270,dna double helix,"['double', 'helix']",???
2271,microscope,['microscope'],?逾?
2272,telescope,[],?逾?
2273,satellite antenna,"['satellite', 'antenna']",?諭?
2274,syringe,['syringe'],?萸?
2275,pill,['pill'],?萸?
2276,door,['door'],???
2277,bed,['bed'],???
2278,couch and lamp,"['couch', 'lamp']",???
2279,toilet,['toilet'],???
2280,shower,[],???
2281,bathtub,[],???
2282,lotion bottle,"['lotion', 'bottle']",???
2283,safety pin,"['safety', 'pin']",???
2284,broom,['broom'],???
2285,basket,['basket'],???
2286,roll of paper,"['roll', 'paper']",???
2287,bar of soap,['soap'],???
2288,sponge,['sponge'],???
2289,fire extinguisher,"['fire', 'extinguisher']",???
2290,shopping trolley,"['shopping', 'trolley']",???
2291,smoking symbol,"['smoking', 'symbol']",???
2292,coffin,['coffin'],??
2293,funeral urn,"['funeral', 'urn']",??
2294,moyai,[],?肉?
2295,automated teller machine,"['automated', 'teller', 'machine']",?猷?
2296,put litter in its place symbol,"['litter', 'place', 'symbol']",???
2297,potable water symbol,"['potable', 'water', 'symbol']",???
2298,wheelchair symbol,"['wheelchair', 'symbol']",??
2299,mens symbol,"['mens', 'symbol']",???
2300,womens symbol,"['womens', 'symbol']",???
2301,restroom,['restroom'],???
2302,baby symbol,"['baby', 'symbol']",???
2303,water closet,['closet'],???
2304,passport control,"['passport', 'control']",???
2305,customs,['customs'],???
2306,baggage claim,"['baggage', 'claim']",???
2307,left luggage,['luggage'],???
2308,warning sign,"['warning', 'sign']",??
2309,children crossing,"['children', 'crossing']",???
2310,no entry,['entry'],??
2311,no entry sign,"['entry', 'sign']",???
2312,no bicycles,['bicycles'],???
2313,no smoking symbol,"['smoking', 'symbol']",???
2314,do not litter symbol,['symbol'],???
2315,non potable water symbol,"['potable', 'water', 'symbol']",???
2316,no pedestrians,['pedestrians'],???
2317,no mobile phones,"['mobile', 'phones']",?踰?
2318,no one under eighteen symbol,"['one', 'symbol']",?逾?
2319,radioactive sign,"['radioactive', 'sign']",??
2320,biohazard sign,"['biohazard', 'sign']",??
2321,upwards black arrow,"['upwards', 'black', 'arrow']",??
2322,north east arrow,[],??
2323,black rightwards arrow,"['black', 'rightwards', 'arrow']",??
2324,south east arrow,[],??
2325,downwards black arrow,"['downwards', 'black', 'arrow']",??
2326,south west arrow,[],??
2327,leftwards black arrow,"['leftwards', 'black', 'arrow']",??
2328,north west arrow,[],??
2329,up down arrow,['arrow'],??
2330,left right arrow,"['right', 'arrow']",??
2331,leftwards arrow with hook,"['leftwards', 'arrow', 'hook']",??
2332,rightwards arrow with hook,"['rightwards', 'arrow', 'hook']",??
2333,arrow pointing rightwards then curving upwards,"['arrow', 'pointing', 'rightwards', 'then', 'curving', 'upwards']",??
2334,arrow pointing rightwards then curving downwards,"['arrow', 'pointing', 'rightwards', 'then', 'curving', 'downwards']",??
2335,clockwise downwards and upwards open circle arrows,"['clockwise', 'downwards', 'upwards', 'open', 'circle', 'arrows']",?遊?
2336,anticlockwise downwards and upwards open circle arrows,"['downwards', 'upwards', 'open', 'circle', 'arrows']",?遊?
2337,back with leftwards arrow above,"['back', 'leftwards', 'arrow']",?逾?
2338,end with leftwards arrow above,"['end', 'leftwards', 'arrow']",?逾?
2339,on with exclamation mark with left right arrow above,"['on', 'exclamation', 'mark', 'right', 'arrow']",?逾?
2340,soon with rightwards arrow above,"['soon', 'rightwards', 'arrow']",?逾?
2341,top with upwards arrow above,"['top', 'upwards', 'arrow']",?逾?
2342,place of worship,"['place', 'worship']",???
2343,atom symbol,"['atom', 'symbol']",??
2344,om symbol,['symbol'],?釉?
2345,star of david,[],??
2346,wheel of dharma,['dharma'],??
2347,yin yang,[],??
2348,latin cross,[],??
2349,orthodox cross,[],??
2350,star and crescent,[],??
2351,peace symbol,"['peace', 'symbol']",??
2352,menorah with nine branches,['branches'],?釉?
2353,six pointed star with middle dot,"['pointed', 'star', 'middle', 'dot']",?逾?
2354,aries,['aries'],??
2355,taurus,[],??
2356,gemini,[],??
2357,cancer,['cancer'],??
2358,leo,[],??
2359,virgo,['virgo'],??
2360,libra,['libra'],??
2361,scorpius,['scorpius'],??
2362,sagittarius,[],??
2363,capricorn,[],??
2364,aquarius,['aquarius'],??
2365,pisces,['pisces'],??
2366,ophiuchus,['ophiuchus'],??
2367,twisted rightwards arrows,"['twisted', 'rightwards']",??
2368,clockwise rightwards and leftwards open circle arrows,"['clockwise', 'rightwards', 'leftwards', 'open', 'circle', 'arrows']",?遊?
2369,clockwise rightwards and leftwards open circle arrows with circled one overlay,"['clockwise', 'rightwards', 'leftwards', 'open', 'circle', 'arrows', 'circled', 'overlay']",?遊?
2370,black right pointing triangle,"['black', 'right', 'pointing', 'triangle']",??
2371,black right pointing double triangle,"['black', 'right', 'pointing', 'double', 'triangle']",??
2372,black right pointing double triangle with vertical bar,"['black', 'right', 'pointing', 'double', 'triangle', 'vertical', 'bar']",??
2373,black right pointing triangle with double vertical bar,"['black', 'right', 'pointing', 'triangle', 'double', 'vertical', 'bar']",??
2374,black left pointing triangle,"['black', 'left', 'pointing', 'triangle']",??
2375,black left pointing double triangle,"['black', 'left', 'pointing', 'double', 'triangle']",??
2376,black left pointing double triangle with vertical bar,"['black', 'left', 'pointing', 'double', 'triangle', 'vertical', 'bar']",??
2377,up pointing small red triangle,"['pointing', 'small', 'red', 'triangle']",?逾?
2378,black up pointing double triangle,"['black', 'pointing', 'double', 'triangle']",??
2379,down pointing small red triangle,"['down', 'pointing', 'small', 'red', 'triangle']",?逾?
2380,black down pointing double triangle,"['black', 'pointing', 'double', 'triangle']",??
2381,double vertical bar,"['double', 'vertical', 'bar']",??
2382,black square for stop,"['black', 'square', 'stop']",??
2383,black circle for record,"['black', 'circle', 'record']",??
2384,eject symbol,['symbol'],??
2385,cinema,[],???
2386,low brightness symbol,"['low', 'brightness', 'symbol']",?遊?
2387,high brightness symbol,"['high', 'brightness', 'symbol']",?遊?
2388,antenna with bars,"['antenna', 'bars']",?踰?
2389,vibration mode,['mode'],?踰?
2390,mobile phone off,['phone'],?踰?
2391,permanent paper sign,"['permanent', 'paper', 'sign']",??
2392,black universal recycling symbol,"['black', 'universal', 'recycling', 'symbol']",??
2393,fleur de lis,['lis'],??
2394,trident emblem,"['trident', 'emblem']",?逾?
2395,name badge,"['name', 'badge']",?諭?
2396,japanese symbol for beginner,"['japanese', 'symbol', 'beginner']",?逾?
2397,heavy large circle,"['heavy', 'large', 'circle']",??
2398,white heavy check mark,"['check', 'mark']",??
2399,ballot box with check,"['ballot', 'check']",??
2400,heavy check mark,"['heavy', 'check', 'mark']",??
2401,heavy multiplication x,"['heavy', 'multiplication', 'x']",??
2402,cross mark,['mark'],??
2403,negative squared cross mark,"['negative', 'squared', 'cross', 'mark']",??
2404,heavy plus sign,['heavy'],??
2405,heavy minus sign,"['heavy', 'minus', 'sign']",??
2406,heavy division sign,"['heavy', 'division', 'sign']",??
2407,curly loop,['loop'],??
2408,double curly loop,"['double', 'curly', 'loop']",??
2409,part alternation mark,"['part', 'alternation', 'mark']",??
2410,eight spoked asterisk,"['spoked', 'asterisk']",??
2411,eight pointed black star,"['pointed', 'black', 'star']",??
2412,sparkle,['sparkle'],??
2413,double exclamation mark,"['double', 'exclamation', 'mark']",??
2414,exclamation question mark,"['exclamation', 'question', 'mark']",??
2415,black question mark ornament,"['black', 'question', 'mark', 'ornament']",??
2416,white question mark ornament,"['question', 'mark', 'ornament']",??
2417,white exclamation mark ornament,['ornament'],??
2418,heavy exclamation mark symbol,"['heavy', 'exclamation', 'mark', 'symbol']",??
2419,wavy dash,['dash'],??
2420,trade mark sign,"['trade', 'sign']",??
2421,keycap ten,['keycap'],?逾?
2422,input symbol for latin capital letters,"['input', 'symbol', 'latin', 'capital', 'letters']",?逾?
2423,input symbol for latin small letters,"['input', 'symbol', 'latin', 'small', 'letters']",?逾?
2424,input symbol for numbers,"['input', 'symbol', 'numbers']",?逾?
2425,input symbol for symbols,"['input', 'symbol', 'symbols']",?逾?
2426,input symbol for latin letters,"['input', 'symbol', 'latin', 'letters']",?逾?
2427,negative squared latin capital letter a,"['negative', 'squared', 'latin', 'capital', 'letter']",???
2428,negative squared ab,"['negative', 'squared', 'ab']",???
